# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DFFB	ENSG00000169598	ENST00000341385	protein_coding	0	0	1	123	0	0	2	0	0	0	0	25	0	0	21	1	0	0	0	0	0	0	0	0	0	0	75
DFFB	ENSG00000169598	ENST00000378206	nonsense_mediated_decay	0	0	0	393	14	0	2	0	0	0	0	34	0	0	254	0	16	0	0	0	0	0	0	0	0	0	73
DFFB	ENSG00000169598	ENST00000378209	protein_coding	0	2	1	376	11	0	2	0	0	0	0	34	0	0	254	1	0	0	0	0	0	0	0	0	0	2	75
DFFB	ENSG00000169598	ENST00000378212	protein_coding	0	0	1	184	0	0	2	0	0	0	0	59	0	0	48	1	0	0	0	0	0	0	0	0	0	0	75
DFFB	ENSG00000169598	ENST00000461150	nonsense_mediated_decay	0	0	0	112	7	0	0	0	0	0	0	34	0	0	4	0	8	0	0	0	0	0	0	0	0	0	59
DFFB	ENSG00000169598	ENST00000468793	nonsense_mediated_decay	0	0	0	395	14	0	2	0	0	0	0	34	0	0	254	0	16	0	0	0	0	0	0	0	0	0	75
DFFB	ENSG00000169598	ENST00000475969	nonsense_mediated_decay	0	0	0	391	14	0	0	0	0	0	0	34	0	0	254	0	14	0	0	0	0	0	0	0	0	0	75
DFFB	ENSG00000169598	ENST00000477548	nonsense_mediated_decay	0	0	0	393	14	0	2	0	0	0	0	34	0	0	253	0	17	0	0	0	0	0	0	0	0	0	73
DFFB	ENSG00000169598	ENST00000481945	retained_intron	0	0	0	151	0	0	0	0	0	0	0	56	0	0	53	0	6	0	0	0	0	0	0	0	0	0	36
DFFB	ENSG00000169598	ENST00000491998	nonsense_mediated_decay	0	0	0	394	13	0	2	0	0	0	0	34	0	0	253	0	17	0	0	0	0	0	0	0	0	0	75
DHRS3	ENSG00000162496	ENST00000376223	protein_coding	0	4	0	400	1	1	2	0	0	0	0	43	0	0	320	0	0	0	0	0	1	0	0	0	0	2	35
DHRS3	ENSG00000162496	ENST00000430996	protein_coding	0	1	0	183	0	0	5	0	0	0	0	34	0	0	113	0	0	0	0	0	0	0	0	0	0	1	31
DHRS3	ENSG00000162496	ENST00000464917	processed_transcript	0	1	0	389	0	0	0	0	0	0	0	39	0	0	318	0	3	0	0	0	1	0	0	0	0	0	30
DHRS3	ENSG00000162496	ENST00000482265	processed_transcript	0	0	0	310	0	0	0	0	0	0	0	42	0	0	228	0	11	0	0	0	0	0	0	0	0	0	29
DNAJC11	ENSG00000007923	ENST00000294401	protein_coding	0	4	3	322	3	1	1	0	0	0	0	27	0	0	267	3	0	0	0	0	0	0	0	0	0	3	24
DNAJC11	ENSG00000007923	ENST00000349363	protein_coding	1	0	1	240	5	0	0	0	0	0	0	20	0	0	199	1	0	0	1	0	0	0	0	0	0	0	17
DNAJC11	ENSG00000007923	ENST00000377573	protein_coding	0	3	3	321	0	0	0	0	0	0	0	30	0	0	267	3	0	0	0	0	0	0	0	0	0	3	24
DNAJC11	ENSG00000007923	ENST00000377577	protein_coding	0	4	3	326	14	1	1	0	0	0	0	20	0	0	267	3	0	0	0	0	0	0	0	0	0	3	24
DNAJC11	ENSG00000007923	ENST00000426784	protein_coding	0	0	3	276	0	0	0	0	0	0	0	33	0	0	219	3	0	0	0	0	0	0	0	0	0	0	24
DNAJC11	ENSG00000007923	ENST00000451196	protein_coding	1	0	1	240	5	0	0	0	0	0	0	20	0	0	199	1	0	0	1	0	0	0	0	0	0	0	17
DNAJC11	ENSG00000007923	ENST00000460594	processed_transcript	0	0	0	235	0	0	0	0	0	0	0	18	0	0	192	0	1	0	0	0	0	0	0	0	0	0	24
DNAJC11	ENSG00000007923	ENST00000465508	processed_transcript	0	0	0	101	0	0	0	0	0	0	0	20	0	0	40	0	19	0	0	0	0	0	0	0	0	0	22
DNAJC11	ENSG00000007923	ENST00000465911	processed_transcript	0	0	0	152	0	0	0	0	0	0	0	14	0	0	112	0	2	0	0	0	0	0	0	0	0	0	24
DNAJC11	ENSG00000007923	ENST00000469318	processed_transcript	0	0	0	113	0	0	0	0	0	0	0	21	0	0	74	0	0	0	0	0	0	0	0	0	0	0	18
DNAJC11	ENSG00000007923	ENST00000472414	processed_transcript	0	0	0	91	0	0	0	0	0	0	0	31	0	0	36	0	2	0	0	0	0	0	0	0	0	0	22
DNAJC11	ENSG00000007923	ENST00000473993	processed_transcript	0	0	0	278	0	0	0	0	0	0	0	33	0	0	220	0	1	0	0	0	0	0	0	0	0	0	24
DNAJC11	ENSG00000007923	ENST00000485073	processed_transcript	0	0	0	235	0	0	0	0	0	0	0	18	0	0	193	0	0	0	0	0	0	0	0	0	0	0	24
DNAJC11	ENSG00000007923	ENST00000542246	protein_coding	0	3	3	232	1	0	0	0	0	0	0	29	0	0	188	3	0	0	0	0	0	0	0	0	0	3	14
DNAJC16	ENSG00000116138	ENST00000375838	protein_coding	0	2	0	222	3	0	0	0	0	0	0	17	0	0	166	0	0	0	0	0	2	0	0	0	0	1	37
DNAJC16	ENSG00000116138	ENST00000375847	protein_coding	0	3	0	248	14	0	0	0	0	0	0	27	0	0	171	0	0	0	0	0	2	0	0	0	0	2	37
DNAJC16	ENSG00000116138	ENST00000375849	protein_coding	0	2	0	270	3	0	0	0	0	0	0	27	0	0	204	0	0	0	0	0	2	0	0	0	0	1	37
DNAJC16	ENSG00000116138	ENST00000472665	nonsense_mediated_decay	0	1	0	50	1	0	0	0	0	0	0	16	0	0	11	0	2	0	0	0	1	0	0	0	0	0	21
DNAJC16	ENSG00000116138	ENST00000475133	nonsense_mediated_decay	0	2	0	265	16	0	0	0	0	0	0	27	0	0	170	0	17	0	0	0	2	0	0	0	0	0	37
DNAJC16	ENSG00000116138	ENST00000479655	processed_transcript	0	0	0	47	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	26
DNAJC16	ENSG00000116138	ENST00000483270	processed_transcript	0	1	0	299	0	0	0	0	0	0	0	60	0	0	211	0	5	0	0	0	1	0	0	0	0	0	24
DNAJC16	ENSG00000116138	ENST00000490811	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	25	0	0	1	0	1	0	0	0	0	0	0	0	0	0	27
DNAJC16	ENSG00000116138	ENST00000495523	processed_transcript	0	1	0	57	0	0	0	0	0	0	0	24	0	0	6	0	2	0	0	0	1	0	0	0	0	0	26
DRAXIN	ENSG00000162490	ENST00000294485	protein_coding	1	5	7	282	36	0	0	0	0	0	0	29	0	0	181	7	0	0	1	0	3	0	0	0	0	3	39
DVL1	ENSG00000107404	ENST00000378888	protein_coding	0	3	1	148	4	0	2	0	0	0	0	33	0	0	79	1	0	0	0	0	1	0	0	0	0	2	31
DVL1	ENSG00000107404	ENST00000378891	protein_coding	0	3	1	148	4	0	1	0	0	0	0	33	0	0	79	1	0	0	0	0	1	0	0	0	0	2	32
DVL1	ENSG00000107404	ENST00000472445	retained_intron	0	1	0	106	0	0	0	0	0	0	0	44	0	0	30	0	1	0	0	0	1	0	0	0	0	0	32
EFHD2	ENSG00000142634	ENST00000375980	protein_coding	0	1	0	213	12	0	0	0	0	0	0	35	0	0	129	0	0	0	0	0	0	0	0	0	0	1	37
EFHD2	ENSG00000142634	ENST00000445566	protein_coding	1	2	0	203	3	0	0	0	0	0	0	36	0	0	127	0	0	0	0	0	0	0	1	0	0	2	37
ENO1	ENSG00000074800	ENST00000234590	protein_coding	0	2	2	140	0	0	0	0	0	0	0	31	0	0	86	2	0	0	0	0	2	0	0	0	0	0	25
ENO1	ENSG00000074800	ENST00000464920	retained_intron	0	1	0	100	0	0	0	0	0	0	0	31	0	0	44	0	5	0	0	0	1	0	0	0	0	0	21
ENO1	ENSG00000074800	ENST00000486051	retained_intron	0	1	0	95	0	0	0	0	0	0	0	26	0	0	42	0	3	0	0	0	1	0	0	0	0	0	25
ENO1	ENSG00000074800	ENST00000489867	protein_coding	0	0	0	74	0	0	1	0	0	0	0	22	0	0	23	0	0	0	0	0	0	0	0	0	0	0	28
ENO1	ENSG00000074800	ENST00000492343	retained_intron	0	1	0	87	0	0	0	0	0	0	0	24	0	0	34	0	5	0	0	0	1	0	0	0	0	0	25
ENO1	ENSG00000074800	ENST00000497492	protein_coding	0	1	1	109	0	0	0	0	0	0	0	25	0	0	60	1	0	0	0	0	1	0	0	0	0	0	25
ENO1-AS1	ENSG00000230679	ENST00000442636	antisense	0	0	0	60	0	0	0	0	0	0	0	30	0	0	3	0	2	0	0	0	0	0	0	0	0	0	25
ENO1-IT1	ENSG00000236269	ENST00000414948	sense_intronic	0	0	0	62	0	0	0	0	0	0	0	22	0	0	7	0	8	0	0	0	0	0	0	0	0	0	25
EPHA2	ENSG00000142627	ENST00000358432	protein_coding	0	14	4	160	3	0	0	0	0	0	0	25	0	0	117	4	0	0	0	0	1	0	0	0	0	14	15
EPHA2	ENSG00000142627	ENST00000461614	processed_transcript	0	0	0	65	0	0	0	0	0	0	0	28	0	0	18	0	4	0	0	0	0	0	0	0	0	0	15
EPHA2	ENSG00000142627	ENST00000462805	processed_transcript	0	0	0	45	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25
EPHA2	ENSG00000142627	ENST00000480202	processed_transcript	0	1	0	93	0	0	0	0	0	0	0	19	0	0	50	0	5	0	0	0	1	0	0	0	0	0	20
ERRFI1	ENSG00000116285	ENST00000377482	protein_coding	0	1	2	108	6	0	0	0	0	0	0	29	0	0	55	2	0	0	0	0	0	0	0	0	0	1	18
ERRFI1	ENSG00000116285	ENST00000467067	protein_coding	0	0	0	50	6	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ERRFI1	ENSG00000116285	ENST00000469499	protein_coding	0	0	0	97	2	0	0	0	0	0	0	22	0	0	55	0	0	0	0	0	0	0	0	0	0	0	18
ERRFI1	ENSG00000116285	ENST00000474874	protein_coding	0	0	0	153	2	0	0	0	0	0	0	29	0	0	104	0	0	0	0	0	0	0	0	0	0	0	18
ERRFI1	ENSG00000116285	ENST00000487559	nonsense_mediated_decay	0	0	0	96	1	0	0	0	0	0	0	21	0	0	55	0	1	0	0	0	0	0	0	0	0	0	18
ESPN	ENSG00000187017	ENST00000377828	protein_coding	0	3	3	244	5	0	2	0	0	0	0	28	0	0	182	3	0	0	0	0	0	0	0	0	0	3	27
ESPN	ENSG00000187017	ENST00000416731	protein_coding	0	2	0	110	5	0	0	0	0	0	0	28	0	0	49	0	0	0	0	0	1	0	0	0	0	1	29
ESPN	ENSG00000187017	ENST00000418286	protein_coding	0	2	0	85	0	0	0	0	0	0	0	32	0	0	26	0	0	0	0	0	1	0	0	0	0	2	27
ESPN	ENSG00000187017	ENST00000434576	protein_coding	0	1	0	106	1	0	0	0	0	0	0	31	0	0	40	0	0	0	0	0	0	0	0	0	0	1	34
ESPN	ENSG00000187017	ENST00000461727	protein_coding	0	3	0	111	5	1	3	0	0	0	0	28	0	0	52	0	0	0	0	0	1	0	0	0	0	1	24
ESPN	ENSG00000187017	ENST00000468561	processed_transcript	0	0	0	62	0	0	0	0	0	0	0	31	0	0	3	0	5	0	0	0	0	0	0	0	0	0	23
ESPN	ENSG00000187017	ENST00000475228	processed_transcript	0	1	0	106	0	0	0	0	0	0	0	27	0	0	51	0	2	0	0	0	1	0	0	0	0	0	27
ESPN	ENSG00000187017	ENST00000475479	processed_transcript	0	0	0	55	0	0	0	0	0	0	0	15	0	0	8	0	3	0	0	0	0	0	0	0	0	0	29
ESPN	ENSG00000187017	ENST00000477679	retained_intron	0	0	0	97	0	0	0	0	0	0	0	29	0	0	32	0	2	0	0	0	0	0	0	0	0	0	34
ESPN	ENSG00000187017	ENST00000478323	protein_coding	0	2	0	52	0	0	1	0	0	0	0	22	0	0	4	0	0	0	0	0	2	0	0	0	0	0	27
ESPNP	ENSG00000268869	ENST00000270691	transcribed_unprocessed_pseudogene	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3
ESPNP	ENSG00000268869	ENST00000414828	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ESPNP	ENSG00000268869	ENST00000492551	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3
ESPNP	ENSG00000268869	ENST00000535711	transcribed_unprocessed_pseudogene	0	0	0	11	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
EXOSC10	ENSG00000171824	ENST00000304457	protein_coding	0	8	0	218	2	0	1	0	0	0	0	23	0	0	170	0	0	0	0	0	1	0	0	0	0	8	22
EXOSC10	ENSG00000171824	ENST00000376936	protein_coding	0	9	1	217	2	0	1	0	0	0	0	23	0	0	169	1	0	0	0	0	2	0	0	0	0	8	23
EXOSC10	ENSG00000171824	ENST00000460196	nonsense_mediated_decay	0	0	0	84	0	0	1	0	0	0	0	30	0	0	29	0	2	0	0	0	0	0	0	0	0	0	22
EXOSC10	ENSG00000171824	ENST00000469634	retained_intron	0	0	0	97	0	0	0	0	0	0	0	39	0	0	15	0	14	0	0	0	0	0	0	0	0	0	29
EXOSC10	ENSG00000171824	ENST00000470611	processed_transcript	0	0	0	90	0	0	0	0	0	0	0	30	0	0	33	0	1	0	0	0	0	0	0	0	0	0	26
EXOSC10	ENSG00000171824	ENST00000472078	retained_intron	0	0	0	57	0	0	0	0	0	0	0	29	0	0	2	0	7	0	0	0	0	0	0	0	0	0	19
EXOSC10	ENSG00000171824	ENST00000474216	retained_intron	0	2	0	140	0	0	0	0	0	0	0	23	0	0	92	0	10	0	0	0	2	0	0	0	0	0	17
EXOSC10	ENSG00000171824	ENST00000478271	retained_intron	0	0	0	95	0	0	0	0	0	0	0	39	0	0	21	0	2	0	0	0	0	0	0	0	0	0	33
EXOSC10	ENSG00000171824	ENST00000485606	processed_transcript	0	0	0	59	0	0	0	0	0	0	0	31	0	0	7	0	3	0	0	0	0	0	0	0	0	0	18
EXOSC10	ENSG00000171824	ENST00000490565	retained_intron	0	0	0	75	0	0	0	0	0	0	0	25	0	0	18	0	2	0	0	0	0	0	0	0	0	0	30
EXOSC10	ENSG00000171824	ENST00000498576	retained_intron	0	0	0	64	0	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0	0	0	29
EXOSC10	ENSG00000171824	ENST00000544779	protein_coding	0	7	0	219	7	0	0	0	0	0	0	23	0	0	167	0	0	0	0	0	2	0	0	0	0	6	23
FAM131C	ENSG00000185519	ENST00000375662	protein_coding	0	6	6	230	6	0	3	0	0	0	0	62	0	0	137	6	0	0	0	0	2	0	0	0	0	6	22
FAM131C	ENSG00000185519	ENST00000494078	processed_transcript	0	2	0	238	0	0	0	0	0	0	0	63	0	0	137	0	18	0	0	0	2	0	0	0	0	0	22
FAM132A	ENSG00000184163	ENST00000330388	protein_coding	1	6	3	126	2	0	0	0	0	0	0	44	1	0	15	3	0	0	0	0	2	0	0	0	0	4	67
FAM132A	ENSG00000184163	ENST00000462849	retained_intron	0	0	0	96	0	0	0	0	0	0	0	44	0	0	0	0	6	0	0	0	0	0	0	0	0	0	46
FAM132A	ENSG00000184163	ENST00000468365	retained_intron	0	2	0	101	0	0	0	0	0	0	0	43	0	0	6	0	5	0	0	0	2	0	0	0	0	0	49
FAM132A	ENSG00000184163	ENST00000478606	retained_intron	0	0	0	85	0	0	0	0	0	0	0	44	0	0	0	0	6	0	0	0	0	0	0	0	0	0	35
FAM132A	ENSG00000184163	ENST00000486627	retained_intron	0	1	0	97	0	0	0	0	0	0	0	43	0	0	1	0	6	0	0	0	1	0	0	0	0	0	48
FAM138A	ENSG00000237613	ENST00000417324	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM138A	ENSG00000237613	ENST00000461467	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM213B	ENSG00000157870	ENST00000378424	protein_coding	0	1	0	86	12	0	0	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	1	17
FAM213B	ENSG00000157870	ENST00000378425	protein_coding	0	0	0	87	12	0	1	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	0	17
FAM213B	ENSG00000157870	ENST00000378427	protein_coding	0	1	0	86	12	0	0	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	1	17
FAM213B	ENSG00000157870	ENST00000419916	protein_coding	0	1	0	87	12	0	1	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	1	17
FAM213B	ENSG00000157870	ENST00000444521	protein_coding	0	0	0	87	12	0	1	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	0	17
FAM213B	ENSG00000157870	ENST00000464043	processed_transcript	0	0	0	76	0	0	0	0	0	0	0	44	0	0	12	0	3	0	0	0	0	0	0	0	0	0	17
FAM213B	ENSG00000157870	ENST00000465233	protein_coding	0	1	0	73	0	0	0	0	0	0	0	49	0	0	7	0	0	0	0	0	0	0	0	0	0	1	17
FAM213B	ENSG00000157870	ENST00000474659	processed_transcript	0	0	0	80	0	0	0	0	0	0	0	46	0	0	14	0	0	0	0	0	0	0	0	0	0	0	20
FAM213B	ENSG00000157870	ENST00000476686	processed_transcript	0	0	0	81	0	0	0	0	0	0	0	45	0	0	5	0	13	0	0	0	0	0	0	0	0	0	18
FAM213B	ENSG00000157870	ENST00000477045	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	48	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19
FAM213B	ENSG00000157870	ENST00000481683	processed_transcript	0	0	0	76	0	0	0	0	0	0	0	46	0	0	11	0	0	0	0	0	0	0	0	0	0	0	19
FAM213B	ENSG00000157870	ENST00000484099	processed_transcript	0	0	0	87	0	0	0	0	0	0	0	45	0	0	11	0	12	0	0	0	0	0	0	0	0	0	19
FAM213B	ENSG00000157870	ENST00000493183	processed_transcript	0	0	0	80	0	0	0	0	0	0	0	46	0	0	14	0	0	0	0	0	0	0	0	0	0	0	20
FAM213B	ENSG00000157870	ENST00000498083	protein_coding	0	0	0	74	0	0	0	0	0	0	0	49	0	0	7	0	0	0	0	0	0	0	0	0	0	0	18
FAM213B	ENSG00000157870	ENST00000537325	protein_coding	0	1	0	76	2	0	0	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	0	0	0	1	17
FAM231B	ENSG00000268674	ENST00000601199	protein_coding	0	0	1	6	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
FAM231C	ENSG00000268991	ENST00000600179	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM41C	ENSG00000230368	ENST00000427857	lincRNA	0	0	0	88	0	0	0	0	0	0	0	29	0	0	30	0	4	0	0	0	0	0	0	0	0	0	25
FAM41C	ENSG00000230368	ENST00000432963	lincRNA	0	0	0	59	0	0	0	0	0	0	0	29	0	0	14	0	3	0	0	0	0	0	0	0	0	0	13
FAM41C	ENSG00000230368	ENST00000446136	lincRNA	0	0	0	89	0	0	0	0	0	0	0	29	0	0	27	0	7	0	0	0	0	0	0	0	0	0	26
FAM87B	ENSG00000177757	ENST00000326734	lincRNA	0	1	0	77	0	0	0	0	0	0	0	34	0	0	1	0	19	0	0	0	1	0	0	0	0	0	24
FBLIM1	ENSG00000162458	ENST00000332305	protein_coding	0	2	2	160	5	0	0	0	0	0	0	27	0	0	96	2	0	0	0	0	0	0	0	0	0	2	32
FBLIM1	ENSG00000162458	ENST00000375766	protein_coding	0	3	2	209	15	0	3	0	0	0	0	27	0	0	131	2	0	0	0	0	0	0	0	0	0	3	33
FBLIM1	ENSG00000162458	ENST00000375771	protein_coding	0	3	2	225	15	0	1	0	0	0	0	27	0	0	139	2	0	0	0	0	0	0	0	0	0	3	43
FBLIM1	ENSG00000162458	ENST00000400773	protein_coding	0	2	2	208	15	0	3	0	0	0	0	27	0	0	132	2	0	0	0	0	0	0	0	0	0	2	31
FBLIM1	ENSG00000162458	ENST00000430076	protein_coding	0	0	0	116	0	0	1	0	0	0	0	28	0	0	44	0	0	0	0	0	0	0	0	0	0	0	43
FBLIM1	ENSG00000162458	ENST00000431771	protein_coding	0	1	1	109	0	0	3	0	0	0	0	27	0	0	48	1	0	0	0	0	0	0	0	0	0	1	31
FBLIM1	ENSG00000162458	ENST00000441801	protein_coding	0	3	3	101	1	0	1	0	0	0	0	18	0	0	49	3	0	0	0	0	0	0	0	0	0	3	32
FBLIM1	ENSG00000162458	ENST00000483633	protein_coding	0	1	1	110	0	0	2	0	0	0	0	28	0	0	49	1	0	0	0	0	0	0	0	0	0	1	31
FBLIM1	ENSG00000162458	ENST00000496928	protein_coding	0	0	0	116	0	0	2	0	0	0	0	28	0	0	44	0	0	0	0	0	0	0	0	0	0	0	42
FBLIM1	ENSG00000162458	ENST00000502638	protein_coding	0	0	0	103	0	0	1	0	0	0	0	28	0	0	38	0	0	0	0	0	0	0	0	0	0	0	36
FBLIM1	ENSG00000162458	ENST00000502739	protein_coding	0	1	2	138	0	0	2	0	0	0	0	20	0	0	85	2	0	0	0	0	0	0	0	0	0	1	31
FBLIM1	ENSG00000162458	ENST00000508310	protein_coding	0	0	0	116	0	0	2	0	0	0	0	28	0	0	44	0	0	0	0	0	0	0	0	0	0	0	42
FBLIM1	ENSG00000162458	ENST00000509138	processed_transcript	0	0	0	92	0	0	0	0	0	0	0	30	0	0	37	0	1	0	0	0	0	0	0	0	0	0	24
FBLIM1	ENSG00000162458	ENST00000510393	protein_coding	0	1	1	114	0	0	0	0	0	0	0	26	0	0	45	1	0	0	0	0	0	0	0	0	0	1	43
FBLIM1	ENSG00000162458	ENST00000510929	protein_coding	0	0	0	103	0	0	1	0	0	0	0	28	0	0	38	0	0	0	0	0	0	0	0	0	0	0	36
FBLIM1	ENSG00000162458	ENST00000514156	processed_transcript	0	0	0	89	0	0	0	0	0	0	0	28	0	0	37	0	0	0	0	0	0	0	0	0	0	0	24
FBXO2	ENSG00000116661	ENST00000354287	protein_coding	0	2	3	90	1	0	0	0	1	0	0	24	0	0	37	2	0	0	0	0	2	0	0	0	0	0	30
FBXO2	ENSG00000116661	ENST00000465901	protein_coding	0	1	1	87	0	0	0	0	1	0	0	26	0	0	32	0	0	0	0	0	1	0	0	0	0	0	30
FBXO2	ENSG00000116661	ENST00000466919	retained_intron	0	1	0	79	0	0	0	0	0	0	0	23	0	0	28	0	4	0	0	0	1	0	0	0	0	0	25
FBXO2	ENSG00000116661	ENST00000471501	retained_intron	0	0	0	63	0	0	0	0	0	0	0	22	0	0	4	0	4	0	0	0	0	0	0	0	0	0	33
FBXO2	ENSG00000116661	ENST00000475961	processed_transcript	0	1	0	72	0	0	0	0	0	0	0	27	0	0	23	0	1	0	0	0	1	0	0	0	0	0	22
FBXO42	ENSG00000037637	ENST00000375592	protein_coding	0	2	2	449	13	0	1	0	0	0	0	14	0	0	392	2	0	0	0	0	0	0	0	0	0	2	29
FBXO42	ENSG00000037637	ENST00000444116	protein_coding	0	0	2	40	0	0	0	0	0	0	0	14	0	0	2	2	0	0	0	0	0	0	0	0	0	0	24
FBXO42	ENSG00000037637	ENST00000456164	protein_coding	0	0	2	40	0	0	0	0	0	0	0	14	0	0	2	2	0	0	0	0	0	0	0	0	0	0	24
FBXO42	ENSG00000037637	ENST00000478089	processed_transcript	0	1	0	122	0	0	0	0	0	0	0	13	0	0	74	0	10	0	0	0	1	0	0	0	0	0	26
FBXO44	ENSG00000132879	ENST00000251546	protein_coding	0	2	3	112	5	0	0	0	0	0	0	38	0	0	34	3	0	0	0	0	0	0	0	0	0	2	35
FBXO44	ENSG00000132879	ENST00000251547	protein_coding	0	4	2	119	9	0	0	0	0	0	0	44	0	0	31	2	0	0	0	0	1	0	0	0	0	3	36
FBXO44	ENSG00000132879	ENST00000376760	protein_coding	0	3	3	102	0	0	0	0	0	0	0	36	0	0	31	3	0	0	0	0	1	0	0	0	0	2	36
FBXO44	ENSG00000132879	ENST00000376762	protein_coding	0	3	3	109	5	0	0	0	0	0	0	38	0	0	31	3	0	0	0	0	1	0	0	0	0	2	36
FBXO44	ENSG00000132879	ENST00000376768	protein_coding	0	3	3	102	0	0	0	0	0	0	0	36	0	0	31	3	0	0	0	0	1	0	0	0	0	2	36
FBXO44	ENSG00000132879	ENST00000376770	protein_coding	0	4	2	119	9	0	1	0	0	0	0	44	0	0	30	2	0	0	0	0	1	0	0	0	0	3	36
FBXO44	ENSG00000132879	ENST00000425796	protein_coding	0	3	2	78	0	0	1	0	0	0	0	27	0	0	15	2	0	0	0	0	1	0	0	0	0	2	36
FBXO44	ENSG00000132879	ENST00000471895	protein_coding	0	1	2	91	3	0	0	0	0	0	0	44	0	0	22	2	0	0	0	0	0	0	0	0	0	1	22
FBXO44	ENSG00000132879	ENST00000475435	protein_coding	0	1	2	110	4	0	0	0	0	0	0	41	0	0	33	2	0	0	0	0	0	0	0	0	0	1	32
FBXO6	ENSG00000116663	ENST00000376753	protein_coding	0	3	3	136	5	0	0	0	0	0	0	29	0	0	75	3	0	0	0	0	0	0	0	0	0	3	27
FBXO6	ENSG00000116663	ENST00000449067	protein_coding	0	3	3	106	3	0	0	0	0	0	0	26	0	0	31	3	0	0	0	0	0	0	0	0	0	3	46
FBXO6	ENSG00000116663	ENST00000474239	retained_intron	0	0	0	124	0	0	0	0	0	0	0	31	0	0	63	0	5	0	0	0	0	0	0	0	0	0	25
FHAD1	ENSG00000142621	ENST00000314668	protein_coding	1	6	6	360	3	0	0	0	0	0	0	26	0	0	314	6	0	0	0	1	0	0	0	0	0	6	18
FHAD1	ENSG00000142621	ENST00000314740	protein_coding	1	6	6	359	2	0	0	0	0	0	0	25	0	0	314	6	0	0	0	1	0	0	0	0	0	6	19
FHAD1	ENSG00000142621	ENST00000358897	protein_coding	2	14	16	994	3	0	4	0	0	0	0	26	0	0	921	16	0	0	0	2	2	0	0	0	0	13	43
FHAD1	ENSG00000142621	ENST00000375995	protein_coding	0	1	2	178	0	0	0	0	0	0	0	23	0	0	124	2	0	0	0	0	0	0	0	0	0	1	31
FHAD1	ENSG00000142621	ENST00000375996	retained_intron	1	1	0	181	0	0	0	0	0	0	0	22	0	0	122	0	8	0	0	1	1	0	0	0	0	0	31
FHAD1	ENSG00000142621	ENST00000375997	protein_coding	1	3	2	177	3	0	0	0	0	0	0	22	0	0	122	2	0	0	0	1	0	0	0	0	0	3	31
FHAD1	ENSG00000142621	ENST00000375998	protein_coding	2	14	16	952	1	0	0	0	0	0	0	26	0	0	873	16	0	0	0	2	2	0	0	0	0	13	55
FHAD1	ENSG00000142621	ENST00000375999	protein_coding	2	14	16	938	0	0	4	0	0	0	0	27	0	0	867	16	0	0	0	2	2	0	0	0	0	13	43
